Pianist,KnotIndex,X,Y,Z,Velocity,RubatoDevS
Gieseking,840,207.3028,189.2634,1680.0,0.4252,187.6708
Gieseking,841,-135.8345,302.9099,1682.0,0.3228,187.7375
Gieseking,842,-360.717,-84.6894,1684.0,0.3228,187.8542
Gieseking,843,33.4809,-298.2652,1686.0,0.3228,187.9708
Gieseking,844,255.6489,109.1492,1688.0,0.4646,188.0875
Gieseking,845,-47.8868,319.6744,1690.0,0.3701,188.1542
Gieseking,846,-348.2226,124.8153,1692.0,0.3307,188.2208
Gieseking,847,-287.4768,-230.1914,1694.0,0.3937,188.2875
Gieseking,848,236.0219,142.8988,1696.0,0.4252,188.5542
Gieseking,849,-209.3765,287.6692,1698.0,0.3937,188.6708
Gieseking,850,-343.3215,-157.7887,1700.0,0.3937,188.7875
Gieseking,851,106.0744,-278.7278,1702.0,0.3937,188.9042
Gieseking,852,131.1725,276.9064,1704.0,0.4724,189.0708
Gieseking,853,-240.9118,266.8619,1706.0,0.378,189.1375
Gieseking,854,-107.2376,-321.6062,1708.0,0.3937,189.3542
Gieseking,855,222.7104,-160.608,1710.0,0.3937,189.4208
Gieseking,856,-162.2526,316.4116,1712.0,0.4409,189.6375
Gieseking,857,-375.5419,18.3937,1714.0,0.3307,189.7042
Gieseking,858,159.6338,-226.0616,1716.0,0.3228,189.9208
Gieseking,859,159.6611,226.2534,1718.0,0.3228,190.0375
Gieseking,860,-369.5958,110.0075,1720.0,0.4094,190.2042
Gieseking,861,-274.7741,-248.761,1722.0,0.4094,190.2708
Gieseking,862,88.5363,-279.9639,1724.0,0.3307,190.3375
Gieseking,863,19.352,305.9124,1726.0,0.3228,190.5542
Gieseking,864,-326.381,-172.7794,1728.0,0.3307,190.7708
Gieseking,865,252.2556,-52.3768,1730.0,0.3228,190.9875
Gieseking,866,102.6154,273.147,1732.0,0.3307,191.0542
Gieseking,867,-261.5295,258.0583,1734.0,0.3937,191.1208
Gieseking,868,-84.8907,-316.109,1736.0,0.3228,191.3375
Gieseking,869,178.9963,222.9273,1738.0,0.3858,191.5542
Gieseking,870,75.7089,303.7502,1740.0,0.4252,191.5208
Gieseking,871,-172.4624,-297.1909,1742.0,0.3228,191.8375
Gieseking,872,224.9844,143.8456,1744.0,0.3307,192.0542
Gieseking,873,38.5441,314.8194,1746.0,0.4016,192.0708
Gieseking,874,111.0258,-275.8142,1748.0,0.3622,192.4875
Gieseking,875,-330.8279,168.7929,1750.0,0.3228,192.8542
Gieseking,876,258.0509,-31.5681,1752.0,0.3228,193.2208
Gieseking,877,-63.6392,-321.4673,1754.0,0.3307,193.7375
Gieseking,878,240.5762,-120.7922,1756.0,0.3465,193.8042
Gieseking,879,-358.2677,-135.615,1758.0,0.3465,196.5708
Gieseking,880,236.4873,156.2976,1760.0,0.3937,196.8875
Gieseking,881,-393.1825,-48.1595,1762.0,0.4016,197.1125
Gieseking,882,217.4346,-189.0071,1764.0,0.3937,197.2875
Gieseking,883,-136.4237,324.6986,1766.0,0.378,197.4625
Gieseking,884,-224.2363,-293.3181,1768.0,0.3937,197.6375
Gieseking,885,153.8929,-259.3866,1770.0,0.3937,197.6625
Gieseking,886,260.4177,105.7465,1772.0,0.4016,197.6875
Gieseking,887,190.3132,218.9984,1774.0,0.3701,197.6125
Gieseking,888,-360.2234,135.0886,1776.0,0.3465,197.7375
Gieseking,889,71.6289,-305.8737,1778.0,0.3701,197.9125
Gieseking,890,53.1182,324.7198,1780.0,0.4409,198.0875
Gieseking,891,-17.4007,-344.0292,1782.0,0.4567,198.4125
Gieseking,892,-114.7669,-339.3936,1784.0,0.4331,198.9125
Gieseking,893,239.5676,-175.8374,1786.0,0.4567,198.9375
Gieseking,894,104.792,300.52,1788.0,0.4252,199.0125
Gieseking,895,-205.6072,-306.7594,1790.0,0.4016,199.2875
Gieseking,896,-286.0779,-254.4831,1792.0,0.4016,199.9125
Gieseking,897,30.2387,328.6744,1794.0,0.4016,200.2375
Gieseking,898,4.6054,-335.102,1796.0,0.4016,200.5625
Gieseking,899,275.7714,-61.2181,1798.0,0.4016,200.5875
Gieseking,900,279.1642,-21.5745,1800.0,0.3858,201.2625
Gieseking,901,-396.5032,1.7222,1802.0,0.3622,201.4125
Gieseking,902,-381.2118,95.2605,1804.0,0.3465,202.0792
Gieseking,903,-342.553,181.7015,1806.0,0.3465,202.7458
Gieseking,904,-398.5619,-21.0656,1808.0,0.3543,204.3125
Gieseking,905,273.2128,-95.6191,1810.0,0.4016,204.5792
Gieseking,906,-402.0979,76.875,1812.0,0.4252,204.8958
Gieseking,907,138.4762,-285.0922,1814.0,0.4016,205.1125
Gieseking,908,-12.8043,351.6002,1816.0,0.4488,205.3292
Gieseking,909,-410.6346,36.6795,1818.0,0.4331,205.4458
Gieseking,910,52.2572,-333.1878,1820.0,0.4252,205.6125
Gieseking,911,80.4841,317.4617,1822.0,0.3937,205.8292
Gieseking,912,-303.3773,244.3611,1824.0,0.378,205.8958
Gieseking,913,-411.9649,-4.4297,1826.0,0.4252,205.9125
Gieseking,914,-45.2391,-353.0219,1828.0,0.4331,206.0292
Gieseking,915,-94.5585,343.7547,1830.0,0.378,206.3458
Gieseking,916,-402.7542,-44.6015,1832.0,0.378,206.4625
Gieseking,917,235.9029,197.185,1834.0,0.4409,206.8292
Gieseking,918,-409.341,54.1512,1836.0,0.4252,207.0458
Gieseking,919,159.7295,-274.281,1838.0,0.4094,207.2625
Gieseking,920,-313.6502,-242.5488,1840.0,0.4016,207.7792
Gieseking,921,59.0856,326.8859,1842.0,0.378,208.1458
Gieseking,922,-368.8702,-160.7398,1844.0,0.378,208.3625
Gieseking,923,-21.9735,-347.3319,1846.0,0.3858,208.3875
Gieseking,924,144.5593,-283.011,1848.0,0.378,209.1125
Gieseking,925,-400.1567,29.5064,1850.0,0.3228,209.4875
Gieseking,926,-60.3786,349.2414,1852.0,0.3701,210.025
Gieseking,927,-295.8355,-258.0193,1854.0,0.3701,210.2625
Gieseking,928,255.649,-163.3988,1856.0,0.3937,212.0
Gieseking,929,-418.2497,6.9037,1858.0,0.4094,212.3875
Gieseking,930,-195.3636,-329.2474,1860.0,0.3937,212.4125
Gieseking,931,56.0333,336.9365,1862.0,0.3937,212.6875
Gieseking,932,-84.9739,364.8509,1864.0,0.4567,212.6125
Gieseking,933,116.9715,-304.3049,1866.0,0.3622,212.9792
Gieseking,934,-355.7403,196.152,1868.0,0.378,213.3458
Gieseking,935,-412.2185,66.147,1870.0,0.4016,213.3125
Gieseking,936,114.314,320.5808,1872.0,0.4409,213.7792
Gieseking,937,-393.0673,-114.5216,1874.0,0.3543,213.9958
Gieseking,938,-74.5158,-366.181,1876.0,0.4488,214.0625
Gieseking,939,188.2704,250.3572,1878.0,0.3543,214.2792
Gieseking,940,-408.9311,-16.7583,1880.0,0.3307,214.4958
Gieseking,941,-174.9684,-343.6958,1882.0,0.4173,214.5625
Gieseking,942,-110.0181,366.5969,1884.0,0.4646,214.9292
Gieseking,943,-262.8325,-292.701,1886.0,0.3701,215.1458
Gieseking,944,10.9375,-361.0412,1888.0,0.4488,215.1625
Gieseking,945,-366.5589,174.8651,1890.0,0.3465,215.4125
Gieseking,946,-412.6049,-102.0118,1892.0,0.4409,215.3875
Gieseking,947,52.295,-349.5716,1894.0,0.4409,215.4625
Gieseking,948,281.7845,120.9123,1896.0,0.4094,215.5375
Gieseking,949,-401.0151,-143.5501,1898.0,0.4567,215.8125
Gieseking,950,283.085,-122.5822,1900.0,0.4173,215.9875
Gieseking,951,-225.333,312.9414,1902.0,0.3465,216.1625
Gieseking,952,229.9707,-209.8022,1904.0,0.3701,216.4875
Gieseking,953,-266.4552,299.9301,1906.0,0.4094,216.7125
Gieseking,954,162.0782,-285.3969,1908.0,0.3937,216.6125
Gieseking,955,-31.2899,356.6562,1910.0,0.3701,216.4125
Gieseking,956,-325.7112,-246.9797,1912.0,0.4016,216.5875
Gieseking,957,200.0795,271.7214,1914.0,0.4882,216.8625
Gieseking,958,-394.2351,-167.9732,1916.0,0.4724,217.0875
Gieseking,959,228.8026,-231.5912,1918.0,0.4488,216.8375
Gieseking,960,-258.1542,320.8138,1920.0,0.4961,216.6875
